Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
"ECOM-62822 VGA Asus GeForce� RTX 3060 TI 8GB DUAL OC V2 (LHR)","VGA Asus GeForce� RTX 3060 TI 8GB DUAL OC V2 (LHR)","VGA Asus GeForce� RTX 3060 TI 8GB DUAL OC V2 (LHR)","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-62822",,shopify,100,deny,manual,515.66,,TRUE,TRUE,4711081327288,https://www.nexoc-store.de/shop/media/image/e9/b7/0b/62822_1_600x600..jpg,1,,FALSE,"VGA Asus GeForce� RTX 3060 TI 8GB DUAL OC V2 (LHR)","VGA Asus GeForce� RTX 3060 TI 8GB DUAL OC V2 (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-71314 VGA Asus GeForce� RTX 3060 TI 8GB TUF Gaming GDDR6X LHR","VGA Asus GeForce� RTX 3060 TI 8GB TUF Gaming GDDR6X LHR","VGA Asus GeForce� RTX 3060 TI 8GB TUF Gaming GDDR6X LHR","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-71314",,shopify,30,deny,manual,584.96,,TRUE,TRUE,4711081963974,https://www.nexoc-store.de/shop/media/image/ce/6f/03/71314_1_600x600..jpg,1,,FALSE,"VGA Asus GeForce� RTX 3060 TI 8GB TUF Gaming GDDR6X LHR","VGA Asus GeForce� RTX 3060 TI 8GB TUF Gaming GDDR6X LHR","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-62845 VGA Asus GeForce� RTX 3070 8GB Dual OC V2 (LHR)","VGA Asus GeForce� RTX 3070 8GB Dual OC V2 (LHR)","VGA Asus GeForce� RTX 3070 8GB Dual OC V2 (LHR)","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-62845",,shopify,100,deny,manual,647.96,,TRUE,TRUE,4711081320012,https://www.nexoc-store.de/shop/media/image/be/b5/1f/62845_1_600x600..jpg,1,,FALSE,"VGA Asus GeForce� RTX 3070 8GB Dual OC V2 (LHR)","VGA Asus GeForce� RTX 3070 8GB Dual OC V2 (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-62463 VGA Asus GeForce� RTX 3070TI 8GB Strix Gaming OC (LHR)","VGA Asus GeForce� RTX 3070TI 8GB Strix Gaming OC (LHR)","VGA Asus GeForce� RTX 3070TI 8GB Strix Gaming OC (LHR)","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-62463",,shopify,100,deny,manual,780.26,,TRUE,TRUE,4711081243052,https://www.nexoc-store.de/shop/media/image/3f/5c/d1/62463_1_600x600..jpg,1,,FALSE,"VGA Asus GeForce� RTX 3070TI 8GB Strix Gaming OC (LHR)","VGA Asus GeForce� RTX 3070TI 8GB Strix Gaming OC (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-60349 VGA Asus Radeon PH-RX550-2G","VGA Asus Radeon PH-RX550-2G","VGA Asus Radeon PH-RX550-2G","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-60349",,shopify,37,deny,manual,107.42,,TRUE,TRUE,4718017785112,https://www.nexoc-store.de/shop/media/image/02/27/5b/60349_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon PH-RX550-2G","VGA Asus Radeon PH-RX550-2G","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-69748 VGA Asus Radeon RX 560 4GB DUAL","VGA Asus Radeon RX 560 4GB DUAL","VGA Asus Radeon RX 560 4GB DUAL","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-69748",,shopify,36,deny,manual,170.42,,TRUE,TRUE,4711081730866,https://www.nexoc-store.de/shop/media/image/g0/7d/3a/69748_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 560 4GB DUAL","VGA Asus Radeon RX 560 4GB DUAL","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-71315 VGA Asus Radeon RX 560 4GB Strix Gaming V2","VGA Asus Radeon RX 560 4GB Strix Gaming V2","VGA Asus Radeon RX 560 4GB Strix Gaming V2","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-71315",,shopify,42,deny,manual,174.20,,TRUE,TRUE,4711081772293,https://www.nexoc-store.de/shop/media/image/84/ca/f2/71315_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 560 4GB Strix Gaming V2","VGA Asus Radeon RX 560 4GB Strix Gaming V2","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-68511 VGA Asus Radeon RX 6400 4GB DUAL","VGA Asus Radeon RX 6400 4GB DUAL","VGA Asus Radeon RX 6400 4GB DUAL","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-68511",,shopify,66,deny,manual,156.56,,TRUE,TRUE,4711081592075,https://www.nexoc-store.de/shop/media/image/4f/de/7e/68511_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 6400 4GB DUAL","VGA Asus Radeon RX 6400 4GB DUAL","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-68512 VGA Asus Radeon RX 6400 4GB Phoenix","VGA Asus Radeon RX 6400 4GB Phoenix","VGA Asus Radeon RX 6400 4GB Phoenix","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-68512",,shopify,100,deny,manual,152.15,,TRUE,TRUE,4711081602392,https://www.nexoc-store.de/shop/media/image/51/60/2e/68512_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 6400 4GB Phoenix","VGA Asus Radeon RX 6400 4GB Phoenix","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-67075 VGA Asus Radeon RX 6500 XT 4GB DUAL OC","VGA Asus Radeon RX 6500 XT 4GB DUAL OC","VGA Asus Radeon RX 6500 XT 4GB DUAL OC","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-67075",,shopify,22,deny,manual,193.73,,TRUE,TRUE,4711081602408,https://www.nexoc-store.de/shop/media/image/01/73/1f/67075_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 6500 XT 4GB DUAL OC","VGA Asus Radeon RX 6500 XT 4GB DUAL OC","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-67071 VGA Asus Radeon RX 6500 XT 4GB TUF GAMING OC","VGA Asus Radeon RX 6500 XT 4GB TUF GAMING OC","VGA Asus Radeon RX 6500 XT 4GB TUF GAMING OC","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-67071",,shopify,3,deny,manual,213.26,,TRUE,TRUE,4711081591832,https://www.nexoc-store.de/shop/media/image/1c/57/db/67071_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 6500 XT 4GB TUF GAMING OC","VGA Asus Radeon RX 6500 XT 4GB TUF GAMING OC","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-69011 VGA Asus Radeon RX 6650 XT 8GB Dual OC","VGA Asus Radeon RX 6650 XT 8GB Dual OC","VGA Asus Radeon RX 6650 XT 8GB Dual OC","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-69011",,shopify,100,deny,manual,360.68,,TRUE,TRUE,4711081647539,https://www.nexoc-store.de/shop/media/image/40/22/32/69011_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 6650 XT 8GB Dual OC","VGA Asus Radeon RX 6650 XT 8GB Dual OC","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-69290 VGA Asus Radeon RX 6650 XT 8GB Strix Gaming OC","VGA Asus Radeon RX 6650 XT 8GB Strix Gaming OC","VGA Asus Radeon RX 6650 XT 8GB Strix Gaming OC","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-69290",,shopify,87,deny,manual,389.66,,TRUE,TRUE,4711081647485,https://www.nexoc-store.de/shop/media/image/d4/7f/20/69290_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 6650 XT 8GB Strix Gaming OC","VGA Asus Radeon RX 6650 XT 8GB Strix Gaming OC","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-64207 VGA Asus Radeon RX 6700 XT 12GB DUAL OC","VGA Asus Radeon RX 6700 XT 12GB DUAL OC","VGA Asus Radeon RX 6700 XT 12GB DUAL OC","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-64207",,shopify,3,deny,manual,491.72,,TRUE,TRUE,4711081433057,https://www.nexoc-store.de/shop/media/image/cb/94/b6/64207_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 6700 XT 12GB DUAL OC","VGA Asus Radeon RX 6700 XT 12GB DUAL OC","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-60954 VGA Asus Radeon RX 6700 XT 12GB DUAL STD Edition","VGA Asus Radeon RX 6700 XT 12GB DUAL STD Edition","VGA Asus Radeon RX 6700 XT 12GB DUAL STD Edition","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-60954",,shopify,24,deny,manual,465.26,,TRUE,TRUE,4711081148173,https://www.nexoc-store.de/shop/media/image/5f/2f/83/60954_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 6700 XT 12GB DUAL STD Edition","VGA Asus Radeon RX 6700 XT 12GB DUAL STD Edition","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-69042 VGA Asus Radeon RX 6750 XT 12GB DUAL OC","VGA Asus Radeon RX 6750 XT 12GB DUAL OC","VGA Asus Radeon RX 6750 XT 12GB DUAL OC","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-69042",,shopify,11,deny,manual,503.06,,TRUE,TRUE,4711081731740,https://www.nexoc-store.de/shop/media/image/e4/db/68/69042_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 6750 XT 12GB DUAL OC","VGA Asus Radeon RX 6750 XT 12GB DUAL OC","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-69291 VGA Asus Radeon RX 6950 XT 16GB TUF Gaming OC","VGA Asus Radeon RX 6950 XT 16GB TUF Gaming OC","VGA Asus Radeon RX 6950 XT 16GB TUF Gaming OC","ASUS","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-69291",,shopify,100,deny,manual,941.54,,TRUE,TRUE,4711081767336,https://www.nexoc-store.de/shop/media/image/a6/68/d4/69291_1_600x600..jpg,1,,FALSE,"VGA Asus Radeon RX 6950 XT 16GB TUF Gaming OC","VGA Asus Radeon RX 6950 XT 16GB TUF Gaming OC","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-61461 VGA EVGA GeForce� GTX 1660 Super 6GB SC Ultra Gaming","VGA EVGA GeForce� GTX 1660 Super 6GB SC Ultra Gaming","VGA EVGA GeForce� GTX 1660 Super 6GB SC Ultra Gaming","EVGA","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-61461",,shopify,65,deny,manual,293.90,,TRUE,TRUE,4250812435125,https://www.nexoc-store.de/shop/media/image/72/dc/20/61461_0_600x600.jpg,1,,FALSE,"VGA EVGA GeForce� GTX 1660 Super 6GB SC Ultra Gaming","VGA EVGA GeForce� GTX 1660 Super 6GB SC Ultra Gaming","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-71469 VGA EVGA GeForce� RTX 3070 8GB FTW3 Ultra Gaming","VGA EVGA GeForce� RTX 3070 8GB FTW3 Ultra Gaming","VGA EVGA GeForce� RTX 3070 8GB FTW3 Ultra Gaming","EVGA","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-71469",,shopify,100,deny,manual,679.46,,TRUE,TRUE,4250812443236,https://www.nexoc-store.de/shop/media/image/e2/e6/76/71469_1_600x600..jpg,1,,FALSE,"VGA EVGA GeForce� RTX 3070 8GB FTW3 Ultra Gaming","VGA EVGA GeForce� RTX 3070 8GB FTW3 Ultra Gaming","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-71472 VGA EVGA GeForce� RTX 3070 8GB XC3 Black LHR","VGA EVGA GeForce� RTX 3070 8GB XC3 Black LHR","VGA EVGA GeForce� RTX 3070 8GB XC3 Black LHR","EVGA","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-71472",,shopify,11,deny,manual,660.56,,TRUE,TRUE,4250812440464,https://www.nexoc-store.de/shop/media/image/d7/72/27/71472_1_600x600..jpg,1,,FALSE,"VGA EVGA GeForce� RTX 3070 8GB XC3 Black LHR","VGA EVGA GeForce� RTX 3070 8GB XC3 Black LHR","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-71473 VGA EVGA GeForce� RTX 3070 8GB XC3 Ultra Gaming LHR","VGA EVGA GeForce� RTX 3070 8GB XC3 Ultra Gaming LHR","VGA EVGA GeForce� RTX 3070 8GB XC3 Ultra Gaming LHR","EVGA","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-71473",,shopify,6,deny,manual,674.42,,TRUE,TRUE,4250812443212,https://www.nexoc-store.de/shop/media/image/9a/39/38/71473_1_600x600..jpg,1,,FALSE,"VGA EVGA GeForce� RTX 3070 8GB XC3 Ultra Gaming LHR","VGA EVGA GeForce� RTX 3070 8GB XC3 Ultra Gaming LHR","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-45658 VGA Gainward GeForce� GT 1030 2GB 64bit GDDR4","VGA Gainward GeForce� GT 1030 2GB 64bit GDDR4","VGA Gainward GeForce� GT 1030 2GB 64bit GDDR4","Gainward","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-45658",,shopify,33,deny,manual,113.09,,TRUE,TRUE,4260183364085,https://www.nexoc-store.de/shop/media/image/79/da/12/45658_0_600x600.jpg,1,,FALSE,"VGA Gainward GeForce� GT 1030 2GB 64bit GDDR4","VGA Gainward GeForce� GT 1030 2GB 64bit GDDR4","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-36184 VGA Gainward GeForce� GT 710 2GB HDMI DVI passiv","VGA Gainward GeForce� GT 710 2GB HDMI DVI passiv","VGA Gainward GeForce� GT 710 2GB HDMI DVI passiv","Gainward","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-36184",,shopify,100,deny,manual,57.02,,TRUE,TRUE,4260183363576,https://www.nexoc-store.de/shop/media/image/d9/7e/37/36184_0Vv0N0Kjkiw2EX_600x600.jpg,1,,FALSE,"VGA Gainward GeForce� GT 710 2GB HDMI DVI passiv","VGA Gainward GeForce� GT 710 2GB HDMI DVI passiv","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-67136 VGA Gainward GeForce� RTX 3050 8GB GHOST","VGA Gainward GeForce� RTX 3050 8GB GHOST","VGA Gainward GeForce� RTX 3050 8GB GHOST","Gainward","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-67136",,shopify,1,deny,manual,345.56,,TRUE,TRUE,4710562243222,https://www.nexoc-store.de/shop/media/image/3a/a4/50/67136_1_600x600..jpg,1,,FALSE,"VGA Gainward GeForce� RTX 3050 8GB GHOST","VGA Gainward GeForce� RTX 3050 8GB GHOST","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-71447 VGA Gainward GeForce� RTX 3050 8GB Pegasus (GA107)","VGA Gainward GeForce� RTX 3050 8GB Pegasus (GA107)","VGA Gainward GeForce� RTX 3050 8GB Pegasus (GA107)","Gainward","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-71447",,shopify,21,deny,manual,315.32,,TRUE,TRUE,4710562243734,https://www.nexoc-store.de/shop/media/image/54/8d/3d/71447_1_600x600..jpg,1,,FALSE,"VGA Gainward GeForce� RTX 3050 8GB Pegasus (GA107)","VGA Gainward GeForce� RTX 3050 8GB Pegasus (GA107)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-63793 VGA Gainward GeForce� RTX 3060 TI 8GB GHOST V1 (LHR)","VGA Gainward GeForce� RTX 3060 TI 8GB GHOST V1 (LHR)","VGA Gainward GeForce� RTX 3060 TI 8GB GHOST V1 (LHR)","Gainward","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-63793",,shopify,12,deny,manual,521.96,,TRUE,TRUE,4710562242270,https://www.nexoc-store.de/shop/media/image/66/de/09/63793_01_600x600.jpg,1,,FALSE,"VGA Gainward GeForce� RTX 3060 TI 8GB GHOST V1 (LHR)","VGA Gainward GeForce� RTX 3060 TI 8GB GHOST V1 (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-62676 VGA Gainward GeForce� RTX 3070 TI 8GB Phoenix (LHR)","VGA Gainward GeForce� RTX 3070 TI 8GB Phoenix (LHR)","VGA Gainward GeForce� RTX 3070 TI 8GB Phoenix (LHR)","Gainward","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-62676",,shopify,9,deny,manual,756.32,,TRUE,TRUE,4710562242713,https://www.nexoc-store.de/shop/media/image/5a/5e/28/62676_1_600x600..jpg,1,,FALSE,"VGA Gainward GeForce� RTX 3070 TI 8GB Phoenix (LHR)","VGA Gainward GeForce� RTX 3070 TI 8GB Phoenix (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-71056 VGA Gainward GeForce� RTX 4070 Ti 12GB Phantom Reunion","VGA Gainward GeForce� RTX 4070 Ti 12GB Phantom Reunion","VGA Gainward GeForce� RTX 4070 Ti 12GB Phantom Reunion","Gainward","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-71056",,shopify,99,deny,manual,988.16,,TRUE,TRUE,4710562243543,https://www.nexoc-store.de/shop/media/image/ec/27/cf/71056_1_600x600..jpg,1,,FALSE,"VGA Gainward GeForce� RTX 4070 Ti 12GB Phantom Reunion","VGA Gainward GeForce� RTX 4070 Ti 12GB Phantom Reunion","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-71048 VGA Gainward GeForce� RTX 4080 16GB Phantom GS","VGA Gainward GeForce� RTX 4080 16GB Phantom GS","VGA Gainward GeForce� RTX 4080 16GB Phantom GS","Gainward","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-71048",,shopify,47,deny,manual,1441.76,,TRUE,TRUE,4710562243499,https://www.nexoc-store.de/shop/media/image/a7/58/b0/71048_1iz258cG4l8D0k_600x600..jpg,1,,FALSE,"VGA Gainward GeForce� RTX 4080 16GB Phantom GS","VGA Gainward GeForce� RTX 4080 16GB Phantom GS","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-59121 VGA Gigabyte GeForce� GTX 1650 4GB D6 OC Low Profile","VGA Gigabyte GeForce� GTX 1650 4GB D6 OC Low Profile","VGA Gigabyte GeForce� GTX 1650 4GB D6 OC Low Profile","Gigabyte","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-59121",,shopify,39,deny,manual,208.85,,TRUE,TRUE,4719331306700,https://www.nexoc-store.de/shop/media/image/c0/f7/9a/59121_0_600x600.jpg,1,,FALSE,"VGA Gigabyte GeForce� GTX 1650 4GB D6 OC Low Profile","VGA Gigabyte GeForce� GTX 1650 4GB D6 OC Low Profile","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-60497 VGA Gigabyte GeForce� GTX 1650 4GB OC Low Profile","VGA Gigabyte GeForce� GTX 1650 4GB OC Low Profile","VGA Gigabyte GeForce� GTX 1650 4GB OC Low Profile","Gigabyte","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-60497",,shopify,28,deny,manual,206.96,,TRUE,TRUE,4719331305895,https://www.nexoc-store.de/shop/media/image/1c/6f/b5/60497_0_600x600.jpg,1,,FALSE,"VGA Gigabyte GeForce� GTX 1650 4GB OC Low Profile","VGA Gigabyte GeForce� GTX 1650 4GB OC Low Profile","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-56487 VGA Gigabyte GeForce� GTX 1650 D6 4GB OC 2.0","VGA Gigabyte GeForce� GTX 1650 D6 4GB OC 2.0","VGA Gigabyte GeForce� GTX 1650 D6 4GB OC 2.0","Gigabyte","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-56487",,shopify,100,deny,manual,200.66,,TRUE,TRUE,4719331306922,https://www.nexoc-store.de/shop/media/image/bb/1b/54/56487_0ew8ii1bIMD8Hj_600x600.jpg,1,,FALSE,"VGA Gigabyte GeForce� GTX 1650 D6 4GB OC 2.0","VGA Gigabyte GeForce� GTX 1650 D6 4GB OC 2.0","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-68351 VGA Gigabyte GeForce� RTX 3050 8GB Eagle OC (LHR)","VGA Gigabyte GeForce� RTX 3050 8GB Eagle OC (LHR)","VGA Gigabyte GeForce� RTX 3050 8GB Eagle OC (LHR)","Gigabyte","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-68351",,shopify,13,deny,manual,335.48,,TRUE,TRUE,4719331310721,https://www.nexoc-store.de/shop/media/image/a6/75/c2/68351_1_600x600..jpg,1,,FALSE,"VGA Gigabyte GeForce� RTX 3050 8GB Eagle OC (LHR)","VGA Gigabyte GeForce� RTX 3050 8GB Eagle OC (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-62835 VGA Gigabyte GeForce� RTX 3060 12GB Eagle 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB Eagle 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB Eagle 2.0 (LHR)","Gigabyte","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-62835",,shopify,68,deny,manual,402.26,,TRUE,TRUE,4719331309343,https://www.nexoc-store.de/shop/media/image/88/48/d8/62835_1_600x600..jpg,1,,FALSE,"VGA Gigabyte GeForce� RTX 3060 12GB Eagle 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB Eagle 2.0 (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-62739 VGA Gigabyte GeForce� RTX 3060 12GB Eagle OC 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB Eagle OC 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB Eagle OC 2.0 (LHR)","Gigabyte","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-62739",,shopify,100,deny,manual,407.30,,TRUE,TRUE,4719331309305,https://www.nexoc-store.de/shop/media/image/20/d8/21/62739_1_600x600..jpg,1,,FALSE,"VGA Gigabyte GeForce� RTX 3060 12GB Eagle OC 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB Eagle OC 2.0 (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-62711 VGA Gigabyte GeForce� RTX 3060 12GB Gaming OC 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB Gaming OC 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB Gaming OC 2.0 (LHR)","Gigabyte","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-62711",,shopify,100,deny,manual,427.46,,TRUE,TRUE,4719331309312,https://www.nexoc-store.de/shop/media/image/82/02/da/89224229_7126034146_600x600.jpg,1,,FALSE,"VGA Gigabyte GeForce� RTX 3060 12GB Gaming OC 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB Gaming OC 2.0 (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-62834 VGA Gigabyte GeForce� RTX 3060 12GB VISION OC 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB VISION OC 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB VISION OC 2.0 (LHR)","Gigabyte","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-62834",,shopify,100,deny,manual,429.98,,TRUE,TRUE,4719331309350,https://www.nexoc-store.de/shop/media/image/e5/9c/30/62834_0mWpGRIKAZKluV_600x600.jpg,1,,FALSE,"VGA Gigabyte GeForce� RTX 3060 12GB VISION OC 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB VISION OC 2.0 (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-71235 VGA Gigabyte GeForce� RTX 3060 12GB WINDFORCE OC (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB WINDFORCE OC (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB WINDFORCE OC (LHR)","Gigabyte","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-71235",,shopify,25,deny,manual,395.96,,TRUE,TRUE,4719331311193,https://www.nexoc-store.de/shop/media/image/d1/4e/05/71235_1_600x600..jpg,1,,FALSE,"VGA Gigabyte GeForce� RTX 3060 12GB WINDFORCE OC (LHR)","VGA Gigabyte GeForce� RTX 3060 12GB WINDFORCE OC (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-62832 VGA Gigabyte GeForce� RTX 3060 TI 8GB EAGLE 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 TI 8GB EAGLE 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 TI 8GB EAGLE 2.0 (LHR)","Gigabyte","Electronics","Grafikkarte","Electronics,Grafikkarte",TRUE,,,,,,,"ECOM-62832",,shopify,99,deny,manual,509.36,,TRUE,TRUE,4719331309435,https://www.nexoc-store.de/shop/media/image/10/38/4e/62832_0_600x600.jpg,1,,FALSE,"VGA Gigabyte GeForce� RTX 3060 TI 8GB EAGLE 2.0 (LHR)","VGA Gigabyte GeForce� RTX 3060 TI 8GB EAGLE 2.0 (LHR)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
