Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
"ECOM-65808 Adapter Delock DisplayPort - DisplayPort (W)","Adapter Delock DisplayPort - DisplayPort (W)","Adapter Delock DisplayPort - DisplayPort (W)","Delock","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-65808",,shopify,1,deny,manual,15.29,,TRUE,TRUE,4043619626380,https://www.nexoc-store.de/shop/media/image/18/b6/ef/65808_1_600x600..jpg,1,,FALSE,"Adapter Delock DisplayPort - DisplayPort (W)","Adapter Delock DisplayPort - DisplayPort (W)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-29076 Adapter DeLock DP zu VGA","Adapter DeLock DP zu VGA","Adapter DeLock DP zu VGA","Delock","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-29076",,shopify,9,deny,manual,22.30,,TRUE,TRUE,4043619618484,https://www.nexoc-store.de/shop/media/image/22/10/c2/29076_0Zrxj2owFrfTi8_600x600.jpg,1,,FALSE,"Adapter DeLock DP zu VGA","Adapter DeLock DP zu VGA","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-39908 Adapter DELOCK DVI-I (M) zu VGA (W)","Adapter DELOCK DVI-I (M) zu VGA (W)","Adapter DELOCK DVI-I (M) zu VGA (W)","Delock","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-39908",,shopify,6,deny,manual,14.18,,TRUE,TRUE,4043619650163,https://www.nexoc-store.de/shop/media/image/07/ae/1f/39908_0kgGXeovl8C4qp_600x600.jpg,1,,FALSE,"Adapter DELOCK DVI-I (M) zu VGA (W)","Adapter DELOCK DVI-I (M) zu VGA (W)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-40874 Adapter DeLock HDMI zu VGA","Adapter DeLock HDMI zu VGA","Adapter DeLock HDMI zu VGA","Delock","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-40874",,shopify,4,deny,manual,22.30,,TRUE,TRUE,4043619654697,https://www.nexoc-store.de/shop/media/image/08/30/e6/40874_0PTYvN15u2IiqY_600x600.jpg,1,,FALSE,"Adapter DeLock HDMI zu VGA","Adapter DeLock HDMI zu VGA","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-33619 Adapter Delock mini-Displayport (M) to DVI-I (W)","Adapter Delock mini-Displayport (M) to DVI-I (W)","Adapter Delock mini-Displayport (M) to DVI-I (W)","Delock","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-33619",,shopify,2,deny,manual,22.30,,TRUE,TRUE,4043619626038,https://www.nexoc-store.de/shop/media/image/ef/f2/3f/33619_0AXonEiLG05RJA_600x600.jpg,1,,FALSE,"Adapter Delock mini-Displayport (M) to DVI-I (W)","Adapter Delock mini-Displayport (M) to DVI-I (W)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-51835 Adapter HDMI Adapter Delock A - DVI","Adapter HDMI Adapter Delock A - DVI","Adapter HDMI Adapter Delock A - DVI","Delock","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-51835",,shopify,1,deny,manual,12.23,,TRUE,TRUE,4043619653270,https://www.nexoc-store.de/shop/media/image/00/70/97/51835_0Yo1PlVduabiKE_600x600.jpg,1,,FALSE,"Adapter HDMI Adapter Delock A - DVI","Adapter HDMI Adapter Delock A - DVI","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-57894 APC Back -UPS USV BE650G2-GR Wechselstrom 230V","APC Back -UPS USV BE650G2-GR Wechselstrom 230V","APC Back -UPS USV BE650G2-GR Wechselstrom 230V","APC","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-57894",,shopify,6,deny,manual,117.38,,TRUE,TRUE,0731304347217,https://www.nexoc-store.de/shop/media/image/9a/c2/01/57894_0_600x600.jpg,1,,FALSE,"APC Back -UPS USV BE650G2-GR Wechselstrom 230V","APC Back -UPS USV BE650G2-GR Wechselstrom 230V","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-59962 APC Back-UPS BX1600MI  - USV - Wechselstrom 230 V","APC Back-UPS BX1600MI  - USV - Wechselstrom 230 V","APC Back-UPS BX1600MI  - USV - Wechselstrom 230 V","APC","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-59962",,shopify,7,deny,manual,187.40,,TRUE,TRUE,0731304410829,https://www.nexoc-store.de/shop/media/image/b1/66/1f/59962_0_600x600.jpg,1,,FALSE,"APC Back-UPS BX1600MI  - USV - Wechselstrom 230 V","APC Back-UPS BX1600MI  - USV - Wechselstrom 230 V","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-47143 APC Back-UPS Pro 900 - USV BR900G-GR - Wechselstrom 230 V","APC Back-UPS Pro 900 - USV BR900G-GR - Wechselstrom 230 V","APC Back-UPS Pro 900 - USV BR900G-GR - Wechselstrom 230 V","APC","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-47143",,shopify,7,deny,manual,278.42,,TRUE,TRUE,0731304286912,https://www.nexoc-store.de/shop/media/image/57/85/33/47143_0wlNIqDTvp8s7F_600x600.jpg,1,,FALSE,"APC Back-UPS Pro 900 - USV BR900G-GR - Wechselstrom 230 V","APC Back-UPS Pro 900 - USV BR900G-GR - Wechselstrom 230 V","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-58491 APC Easy UPS BV1000I - USV- Wechselstrom 230 V","APC Easy UPS BV1000I - USV- Wechselstrom 230 V","APC Easy UPS BV1000I - USV- Wechselstrom 230 V","APC","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-58491",,shopify,3,deny,manual,113.56,,TRUE,TRUE,0731304338222,https://www.nexoc-store.de/shop/media/image/ce/73/11/58491_0_600x600.jpg,1,,FALSE,"APC Easy UPS BV1000I - USV- Wechselstrom 230 V","APC Easy UPS BV1000I - USV- Wechselstrom 230 V","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-51619 APC Easy UPS BV800I - USV- Wechelstrom 230 V","APC Easy UPS BV800I - USV- Wechelstrom 230 V","APC Easy UPS BV800I - USV- Wechelstrom 230 V","APC","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-51619",,shopify,5,deny,manual,97.02,,TRUE,TRUE,0731304338345,https://www.nexoc-store.de/shop/media/image/85/f9/de/51619_0yikrVf5WGSF8p_600x600.jpg,1,,FALSE,"APC Easy UPS BV800I - USV- Wechelstrom 230 V","APC Easy UPS BV800I - USV- Wechelstrom 230 V","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-59960 APC Easy UPS BVX700LI-GR - USV - Wechselstrom 230 V","APC Easy UPS BVX700LI-GR - USV - Wechselstrom 230 V","APC Easy UPS BVX700LI-GR - USV - Wechselstrom 230 V","APC","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-59960",,shopify,15,deny,manual,86.46,,TRUE,TRUE,0731304404583,https://www.nexoc-store.de/shop/media/image/e2/e5/b0/59960_0_600x600.jpg,1,,FALSE,"APC Easy UPS BVX700LI-GR - USV - Wechselstrom 230 V","APC Easy UPS BVX700LI-GR - USV - Wechselstrom 230 V","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-61156 APC Easy UPS BVX900LI-GR - USV - Wechselstrom 220-240 V","APC Easy UPS BVX900LI-GR - USV - Wechselstrom 220-240 V","APC Easy UPS BVX900LI-GR - USV - Wechselstrom 220-240 V","APC","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-61156",,shopify,6,deny,manual,111.02,,TRUE,TRUE,0731304404590,https://www.nexoc-store.de/shop/media/image/e0/87/57/61156_0_600x600.jpg,1,,FALSE,"APC Easy UPS BVX900LI-GR - USV - Wechselstrom 220-240 V","APC Easy UPS BVX900LI-GR - USV - Wechselstrom 220-240 V","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-70853 APC Essential Surgearrest PME5U2B - �berspannungsschutz","APC Essential Surgearrest PME5U2B - �berspannungsschutz","APC Essential Surgearrest PME5U2B - �berspannungsschutz","APC","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-70853",,shopify,10,deny,manual,28.66,,TRUE,TRUE,0731304347057,https://www.nexoc-store.de/shop/media/image/a3/35/df/70853_1_600x600..jpg,1,,FALSE,"APC Essential Surgearrest PME5U2B - �berspannungsschutz","APC Essential Surgearrest PME5U2B - �berspannungsschutz","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-47740 APC SurgeArrest + Battery Backup 325VA - BE325-GR","APC SurgeArrest + Battery Backup 325VA - BE325-GR","APC SurgeArrest + Battery Backup 325VA - BE325-GR","APC","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-47740",,shopify,2,deny,manual,107.20,,TRUE,TRUE,0731304211143,https://www.nexoc-store.de/shop/media/image/6b/4c/df/47740_019ZUQT2uCz2kqt_600x600.jpg,1,,FALSE,"APC SurgeArrest + Battery Backup 325VA - BE325-GR","APC SurgeArrest + Battery Backup 325VA - BE325-GR","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-48826 APC SurgeArrest Essential, �berspannungsschutz PM5-GR","APC SurgeArrest Essential, �berspannungsschutz PM5-GR","APC SurgeArrest Essential, �berspannungsschutz PM5-GR","APC","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-48826",,shopify,1,deny,manual,25.10,,TRUE,TRUE,0731304313120,https://www.nexoc-store.de/shop/media/image/ee/2a/52/48826_01_600x600.jpg,1,,FALSE,"APC SurgeArrest Essential, �berspannungsschutz PM5-GR","APC SurgeArrest Essential, �berspannungsschutz PM5-GR","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-57895 APC SurgeArrest Essential, �berspannungsschutz PM5U-GR","APC SurgeArrest Essential, �berspannungsschutz PM5U-GR","APC SurgeArrest Essential, �berspannungsschutz PM5U-GR","APC","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-57895",,shopify,14,deny,manual,35.91,,TRUE,TRUE,0731304313748,https://www.nexoc-store.de/shop/media/image/47/97/f1/57895_0_600x600.jpg,1,,FALSE,"APC SurgeArrest Essential, �berspannungsschutz PM5U-GR","APC SurgeArrest Essential, �berspannungsschutz PM5U-GR","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-61204 Asus Netzwerkadapter PCE-AC88 PCIe","Asus Netzwerkadapter PCE-AC88 PCIe","Asus Netzwerkadapter PCE-AC88 PCIe","ASUS","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-61204",,shopify,10,deny,manual,53.74,,TRUE,TRUE,4712900272277,https://www.nexoc-store.de/shop/media/image/92/d6/ff/61204_0_600x600.jpg,1,,FALSE,"Asus Netzwerkadapter PCE-AC88 PCIe","Asus Netzwerkadapter PCE-AC88 PCIe","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-61207 Asus Netzwerkadapter PCE-AX58BT PCIe","Asus Netzwerkadapter PCE-AX58BT PCIe","Asus Netzwerkadapter PCE-AX58BT PCIe","ASUS","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-61207",,shopify,11,deny,manual,64.56,,TRUE,TRUE,4718017288668,https://www.nexoc-store.de/shop/media/image/a4/a9/27/61207_0_600x600.jpg,1,,FALSE,"Asus Netzwerkadapter PCE-AX58BT PCIe","Asus Netzwerkadapter PCE-AX58BT PCIe","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-33180 D-Link Hub DUB-1312","D-Link Hub DUB-1312","D-Link Hub DUB-1312","D-Link","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-33180",,shopify,10,deny,manual,31.21,,TRUE,TRUE,0790069398858,https://www.nexoc-store.de/shop/media/image/9d/ee/e5/33180_1jWJFf09oKkN0V_600x600..jpg,1,,FALSE,"D-Link Hub DUB-1312","D-Link Hub DUB-1312","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-26663 D-Link Hub DUB-1340","D-Link Hub DUB-1340","D-Link Hub DUB-1340","D-Link","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-26663",,shopify,32,deny,manual,44.83,,TRUE,TRUE,0790069345494,https://www.nexoc-store.de/shop/media/image/ed/a4/56/26663_01qXMpSNaO6BXyd_600x600.jpg,1,,FALSE,"D-Link Hub DUB-1340","D-Link Hub DUB-1340","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-71153 Fanvil V62 VoIP Telefon mit Rufnummernanzeige","Fanvil V62 VoIP Telefon mit Rufnummernanzeige","Fanvil V62 VoIP Telefon mit Rufnummernanzeige","Fanvil","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-71153",,shopify,6,deny,manual,72.82,,TRUE,TRUE,6937295602883,https://www.nexoc-store.de/shop/media/image/4a/20/1b/71153_1_600x600..jpg,1,,FALSE,"Fanvil V62 VoIP Telefon mit Rufnummernanzeige","Fanvil V62 VoIP Telefon mit Rufnummernanzeige","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-71151 Fanvil X5U VoIP Telefon mit Bluetooth Schnittstelle und Rufnummernanzeige","Fanvil X5U VoIP Telefon mit Bluetooth Schnittstelle und Rufnummernanzeige","Fanvil X5U VoIP Telefon mit Bluetooth Schnittstelle und Rufnummernanzeige","Fanvil","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-71151",,shopify,2,deny,manual,93.83,,TRUE,TRUE,6937295601947,https://www.nexoc-store.de/shop/media/image/df/10/06/71151_1_600x600..jpg,1,,FALSE,"Fanvil X5U VoIP Telefon mit Bluetooth Schnittstelle und Rufnummernanzeige","Fanvil X5U VoIP Telefon mit Bluetooth Schnittstelle und Rufnummernanzeige","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-33545 I-Tec USB 3.0 Dual Docking Station U3HDMIDVIDOCK","I-Tec USB 3.0 Dual Docking Station U3HDMIDVIDOCK","I-Tec USB 3.0 Dual Docking Station U3HDMIDVIDOCK","I-Tec","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-33545",,shopify,17,deny,manual,99.95,,TRUE,TRUE,8595611700620,https://www.nexoc-store.de/shop/media/image/2a/6f/ea/33545_1_600x600..jpg,1,,FALSE,"I-Tec USB 3.0 Dual Docking Station U3HDMIDVIDOCK","I-Tec USB 3.0 Dual Docking Station U3HDMIDVIDOCK","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-72131 i-tec USB 3.0/USB-C Docking Station U3DUALHDMIDOCK","i-tec USB 3.0/USB-C Docking Station U3DUALHDMIDOCK","i-tec USB 3.0/USB-C Docking Station U3DUALHDMIDOCK","I-Tec","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-72131",,shopify,18,deny,manual,104.02,,TRUE,TRUE,8595611703843,https://www.nexoc-store.de/shop/media/image/g0/8b/ba/72131_1_600x600..jpg,1,,FALSE,"i-tec USB 3.0/USB-C Docking Station U3DUALHDMIDOCK","i-tec USB 3.0/USB-C Docking Station U3DUALHDMIDOCK","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-72321 I-TEC USB-C Dual Display Docking Station with Power Delivery and Universal Charger C31DUALDPDOCKPD100W","I-TEC USB-C Dual Display Docking Station with Power Delivery and Universal Charger C31DUALDPDOCKPD100W","I-TEC USB-C Dual Display Docking Station with Power Delivery and Universal Charger C31DUALDPDOCKPD100W","I-Tec","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-72321",,shopify,12,deny,manual,123.75,,TRUE,TRUE,8595611703799,https://www.nexoc-store.de/shop/media/image/b2/21/3e/72321_1_600x600..jpg,1,,FALSE,"I-TEC USB-C Dual Display Docking Station with Power Delivery and Universal Charger C31DUALDPDOCKPD100W","I-TEC USB-C Dual Display Docking Station with Power Delivery and Universal Charger C31DUALDPDOCKPD100W","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-67573 Lenovo ThinkPad Docking Station 40AF0135EU,2xHDMI,2xDisplayPort,USB-C,USB-A","Lenovo ThinkPad Docking Station 40AF0135EU,2xHDMI,2xDisplayPort,USB-C,USB-A","Lenovo ThinkPad Docking Station 40AF0135EU,2xHDMI,2xDisplayPort,USB-C,USB-A","Lenovo","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-67573",,shopify,100,deny,manual,212.86,,TRUE,TRUE,0191999788403,https://www.nexoc-store.de/shop/media/image/db/93/27/67573_1_600x600..jpg,1,,FALSE,"Lenovo ThinkPad Docking Station 40AF0135EU,2xHDMI,2xDisplayPort,USB-C,USB-A","Lenovo ThinkPad Docking Station 40AF0135EU,2xHDMI,2xDisplayPort,USB-C,USB-A","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-69615 Lenovo Thinkpad Docking Station 40AJ0135EU,VGA,HDMI,2xDisplayPort","Lenovo Thinkpad Docking Station 40AJ0135EU,VGA,HDMI,2xDisplayPort","Lenovo Thinkpad Docking Station 40AJ0135EU,VGA,HDMI,2xDisplayPort","Lenovo","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-69615",,shopify,4,deny,manual,122.48,,TRUE,TRUE,0192076019854,https://www.nexoc-store.de/shop/media/image/ca/dc/b6/69615_1_600x600..jpg,1,,FALSE,"Lenovo Thinkpad Docking Station 40AJ0135EU,VGA,HDMI,2xDisplayPort","Lenovo Thinkpad Docking Station 40AJ0135EU,VGA,HDMI,2xDisplayPort","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-67579 Lenovo Thinkpad Docking Station 40AY0090EU,HDMI,2xDisplayPort,USB-C","Lenovo Thinkpad Docking Station 40AY0090EU,HDMI,2xDisplayPort,USB-C","Lenovo Thinkpad Docking Station 40AY0090EU,HDMI,2xDisplayPort,USB-C","Lenovo","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-67579",,shopify,100,deny,manual,212.86,,TRUE,TRUE,0195348192095,https://www.nexoc-store.de/shop/media/image/55/4e/ff/67579_1_600x600..jpg,1,,FALSE,"Lenovo Thinkpad Docking Station 40AY0090EU,HDMI,2xDisplayPort,USB-C","Lenovo Thinkpad Docking Station 40AY0090EU,HDMI,2xDisplayPort,USB-C","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-72111 LevelOne Adapter USB-0503 3x SuperSpeed USB 3.0 + 1x 10/100/1000","LevelOne Adapter USB-0503 3x SuperSpeed USB 3.0 + 1x 10/100/1000","LevelOne Adapter USB-0503 3x SuperSpeed USB 3.0 + 1x 10/100/1000","LevelOne","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-72111",,shopify,9,deny,manual,24.45,,TRUE,TRUE,4015867224069,https://www.nexoc-store.de/shop/media/image/9f/25/a7/72111_1_600x600..jpg,1,,FALSE,"LevelOne Adapter USB-0503 3x SuperSpeed USB 3.0 + 1x 10/100/1000","LevelOne Adapter USB-0503 3x SuperSpeed USB 3.0 + 1x 10/100/1000","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-72113 LevelOne GNC-0112 Netzwerkadapter PCIe","LevelOne GNC-0112 Netzwerkadapter PCIe","LevelOne GNC-0112 Netzwerkadapter PCIe","LevelOne","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-72113",,shopify,10,deny,manual,30.69,,TRUE,TRUE,4015867183854,https://www.nexoc-store.de/shop/media/image/59/13/00/72113_1_600x600..jpg,1,,FALSE,"LevelOne GNC-0112 Netzwerkadapter PCIe","LevelOne GNC-0112 Netzwerkadapter PCIe","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-72112 LevelOne WUA-1810E Netzwerkadapter USB 3.0","LevelOne WUA-1810E Netzwerkadapter USB 3.0","LevelOne WUA-1810E Netzwerkadapter USB 3.0","LevelOne","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-72112",,shopify,8,deny,manual,24.08,,TRUE,TRUE,4015867202043,https://www.nexoc-store.de/shop/media/image/8b/1c/31/72112_1_600x600..jpg,1,,FALSE,"LevelOne WUA-1810E Netzwerkadapter USB 3.0","LevelOne WUA-1810E Netzwerkadapter USB 3.0","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-39015 TP-Link Hub UH720","TP-Link Hub UH720","TP-Link Hub UH720","TP-Link","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-39015",,shopify,62,deny,manual,37.95,,TRUE,TRUE,6935364010041,https://www.nexoc-store.de/shop/media/image/e7/7b/63/39015_0VlglRxB1WCFWW_600x600.jpg,1,,FALSE,"TP-Link Hub UH720","TP-Link Hub UH720","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-50959 TP-Link Netzwerkadapter Archer T3U","TP-Link Netzwerkadapter Archer T3U","TP-Link Netzwerkadapter Archer T3U","TP-Link","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-50959",,shopify,18,deny,manual,23.18,,TRUE,TRUE,6935364083830,https://www.nexoc-store.de/shop/media/image/69/15/20/50959_0HFo14tbgLGNI7_600x600.jpg,1,,FALSE,"TP-Link Netzwerkadapter Archer T3U","TP-Link Netzwerkadapter Archer T3U","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-57848 TP-Link Netzwerkadapter UB400 USB 2.0 Bluetooth","TP-Link Netzwerkadapter UB400 USB 2.0 Bluetooth","TP-Link Netzwerkadapter UB400 USB 2.0 Bluetooth","TP-Link","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-57848",,shopify,100,deny,manual,13.63,,TRUE,TRUE,6935364099664,https://www.nexoc-store.de/shop/media/image/39/fd/35/57848_0_600x600.jpg,1,,FALSE,"TP-Link Netzwerkadapter UB400 USB 2.0 Bluetooth","TP-Link Netzwerkadapter UB400 USB 2.0 Bluetooth","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-52326 UbiQuiti CKG2-RM Netzwerk-Einrichtung, Rack montierbar 48,30cm (19)(1 Jahr Garantie","UbiQuiti CKG2-RM Netzwerk-Einrichtung, Rack montierbar 48,30cm (19)(1 Jahr Garantie","UbiQuiti CKG2-RM Netzwerk-Einrichtung, Rack montierbar 48,30cm (19)(1 Jahr Garantie","UbiQuiti","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-52326",,shopify,27,deny,manual,118.65,,TRUE,TRUE,0817882025607,https://www.nexoc-store.de/shop/media/image/f5/74/11/52326_0_600x600.jpg,1,,FALSE,"UbiQuiti CKG2-RM Netzwerk-Einrichtung, Rack montierbar 48,30cm (19)(1 Jahr Garantie","UbiQuiti CKG2-RM Netzwerk-Einrichtung, Rack montierbar 48,30cm (19)(1 Jahr Garantie","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-49984 UbiQuiti Unifi Cloud Key UCK-G2-PLUS Fernsteuerungsger�t(1 Jahr Garantie)","UbiQuiti Unifi Cloud Key UCK-G2-PLUS Fernsteuerungsger�t(1 Jahr Garantie)","UbiQuiti Unifi Cloud Key UCK-G2-PLUS Fernsteuerungsger�t(1 Jahr Garantie)","UbiQuiti","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-49984",,shopify,100,deny,manual,221.77,,TRUE,TRUE,0817882024532,https://www.nexoc-store.de/shop/media/image/f6/1f/cc/49984_01_600x600.jpg,1,,FALSE,"UbiQuiti Unifi Cloud Key UCK-G2-PLUS Fernsteuerungsger�t(1 Jahr Garantie)","UbiQuiti Unifi Cloud Key UCK-G2-PLUS Fernsteuerungsger�t(1 Jahr Garantie)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-70862 UbiQuiti UniFi Patch Kabel UOC-3 (1 Jahr Garantie)","UbiQuiti UniFi Patch Kabel UOC-3 (1 Jahr Garantie)","UbiQuiti UniFi Patch Kabel UOC-3 (1 Jahr Garantie)","UbiQuiti","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-70862",,shopify,14,deny,manual,13.89,,TRUE,TRUE,0817882020459,https://www.nexoc-store.de/shop/media/image/7d/5d/02/70862_1_600x600..jpg,1,,FALSE,"UbiQuiti UniFi Patch Kabel UOC-3 (1 Jahr Garantie)","UbiQuiti UniFi Patch Kabel UOC-3 (1 Jahr Garantie)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-63257 USB Hub Delock 3.0 Externer 4 Port Hub (62534)","USB Hub Delock 3.0 Externer 4 Port Hub (62534)","USB Hub Delock 3.0 Externer 4 Port Hub (62534)","Delock","Electronics","Adapter","Electronics,Adapter",TRUE,,,,,,,"ECOM-63257",,shopify,5,deny,manual,26.37,,TRUE,TRUE,4043619625345,https://www.nexoc-store.de/shop/media/image/a6/ae/52/63257_0_600x600..jpg,1,,FALSE,"USB Hub Delock 3.0 Externer 4 Port Hub (62534)","USB Hub Delock 3.0 Externer 4 Port Hub (62534)","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-44530 Cooler Be Quiet Dark Rock Pro 4","Cooler Be Quiet Dark Rock Pro 4","Cooler Be Quiet Dark Rock Pro 4","be quiet!","Electronics","Cooler","Electronics,Cooler",TRUE,,,,,,,"ECOM-44530",,shopify,85,deny,manual,95.39,,TRUE,TRUE,4260052186268,https://www.nexoc-store.de/shop/media/image/8e/3b/ae/44530_0cuqMRfjRoARNE_600x600.jpg,1,,FALSE,"Cooler Be Quiet Dark Rock Pro 4","Cooler Be Quiet Dark Rock Pro 4","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
"ECOM-49295 Cooler Be Quiet Dark Rock Pro TR4","Cooler Be Quiet Dark Rock Pro TR4","Cooler Be Quiet Dark Rock Pro TR4","be quiet!","Electronics","Cooler","Electronics,Cooler",TRUE,,,,,,,"ECOM-49295",,shopify,34,deny,manual,95.39,,TRUE,TRUE,4260052186985,https://www.nexoc-store.de/shop/media/image/34/7a/06/49295_0VvnIaTf36eOjp_600x600.jpg,1,,FALSE,"Cooler Be Quiet Dark Rock Pro TR4","Cooler Be Quiet Dark Rock Pro TR4","Electronics",,,,,,,FALSE,,,,,,,,,,,,active
